source_row,source_tweet_id,source_created_at,source_uncivil_raw,text,gt_uncivil
1115,8.89705458478592e+17,Tue Jul 25 04:34:45 +0000 2017,no,@SenJohnMcCain Wish you well in your recovery. Don't terminate the recovery of others by cutting their healthcare.,0
1116,8.946664054335283e+17,Mon Aug 07 21:07:47 +0000 2017,yes,@SpeakerRyan We need to protect ourselves from you. Immoral heartless 💩 You have no credibility so start learning t… https://t.co/0EtiINXoJW,1
1117,8.641975856990536e+17,Mon May 15 19:15:35 +0000 2017,no,@SenSchumer We Want Special Prosecutor and Impeachment Hearings!,0
1118,9.128740203323269e+17,Wed Sep 27 02:58:21 +0000 2017,no,@JacksonLeeTX18,0
1119,8.185749555540419e+17,Mon Jan 09 21:47:32 +0000 2017,no,@RepTimMurphy @jaketapper @TheLeadCNN @CNN Less personal guns; more people alive -- you cannot build barriers or protections.,0
1120,8.731601509781422e+17,Fri Jun 09 12:49:37 +0000 2017,yes,@MaxineWaters Game. Over. Fool. MAGA https://t.co/GclSx3NVZF,1
1121,9.137548555499316e+17,Fri Sep 29 13:18:28 +0000 2017,yes,"@SenJohnMcCain Time Sensitive: PLEASE SUPPORT, &amp; ENCOURAGE CONG TO SUPPORT, REP. AL GREEN AS HE SUBMIT IMPEACH PAP… https://t.co/5lsOMMTJ3f",1
1122,8.087375949305938e+17,Tue Dec 13 18:17:22 +0000 2016,no,@RepAdamSchiff @KellyannePolls I will just leave this right here.. https://t.co/OUc1kKq87Z,0
1123,9.127640263708384e+17,Tue Sep 26 19:41:16 +0000 2017,no,@SenBlumenthal @DeptofDefense Why a week late??,0
1124,8.751318485648916e+17,Wed Jun 14 23:24:26 +0000 2017,no,@SteveKingIA Yes...? Like you have absolutely nothing to do in elevating the rhetoric! Do you need to exploit everything in partisan way?,0
1125,8.496615897290056e+17,Wed Apr 05 16:34:43 +0000 2017,no,@SenJohnMcCain So bring moderate nominee that Ds can vote for.,0
1126,8.463247754002145e+17,Mon Mar 27 11:35:25 +0000 2017,no,@Jim_Jordan Just saw you on #morningJoe. Congrats for being the darling of the DEMS this morning!,0
1127,8.798251544692326e+17,Tue Jun 27 22:13:57 +0000 2017,no,@SenSchumer Obama took their healthcare! Duh!,0
1128,8.527390222207058e+17,Fri Apr 14 04:23:20 +0000 2017,no,@RepMcGovern @POTUS Has congress been involved in the strike on Syria or Afghanistan? I'm so lost,0
1129,8.975825686939402e+17,Tue Aug 15 22:15:35 +0000 2017,yes,@SpeakerRyan Yeah? Tell that to your #BigotInChief @realDonaldTrump #ImpeachTrumpNow,1
1130,8.443148339358392e+17,Tue Mar 21 22:28:37 +0000 2017,yes,@SenBlumenthal You are a hippocrat! Your president Obama flew to Hawaii went to dinner with Judge! Next day judge stopped ban! He is a Hack!,1
1131,8.646268075800904e+17,Tue May 16 23:41:09 +0000 2017,no,@RepAdamSchiff https://t.co/5FJa2gUVJa,0
1132,8.931982451403325e+17,Thu Aug 03 19:53:51 +0000 2017,no,"@SenJohnMcCain @SenatorCarper @SenatorTester @SenatorCollins Senator TOM CARPER of Delaware; Vietnam Veteran, serve… https://t.co/JWT3Lz8Bhh",0
1133,8.635028983066665e+17,Sat May 13 21:15:08 +0000 2017,yes,"@marcorubio @POTUS @TGowdySC @JohnCornyn @FBI T ""Mr. Benghazi"" Gowdy? Are you stupid enough to think that pinhead w… https://t.co/W4lw10xyGZ",1
1134,8.403785476047135e+17,Sat Mar 11 01:47:13 +0000 2017,no,@RepAdamSchiff Way ahead of you Representative Schiff. Please do something abt this. No more Florida WH &amp; no more… https://t.co/JixydPFh04,0
1135,8.978098781477765e+17,Wed Aug 16 13:18:50 +0000 2017,no,"@SenatorTimScott You guys don't seem to want to stand up to him. So, these words are empty really. You too are vagu… https://t.co/4vT8huXGHy",0
1136,8.493925778581627e+17,Tue Apr 04 22:45:46 +0000 2017,no,@MaxineWaters https://t.co/7tGJ3cs5tf,0
1137,8.779904834018591e+17,Thu Jun 22 20:43:38 +0000 2017,no,@NancyPelosi @TVietor08 @jonlovett @PodSaveAmerica you must be shitting the bed ...tweeting up a storm...worried ab… https://t.co/reTNZwGHeh,0
1138,8.072523457593672e+17,Fri Dec 09 15:55:31 +0000 2016,yes,@SpeakerRyan @realDonaldTrump With the stench of swamp wafting all around you.,1
1139,8.453709851760886e+17,Fri Mar 24 20:25:23 +0000 2017,no,@SpeakerRyan @SecPriceMD @RepKevinBrady @repgregwalden @HouseCommerce @WaysandMeansGOP hahahahahahahahahahahahahahahahahahahahahahahahahaha,0
1140,8.218519669260083e+17,Wed Jan 18 22:49:12 +0000 2017,no,@NancyPelosi met with the butcher and Vogue put his wife on the cover. https://t.co/rbu6FyR2or,0
1141,7.911462260161946e+17,Wed Oct 26 05:15:33 +0000 2016,yes,@RepRussell sure! Go get an AR-15 and join me in Mosul in a few months. I'll be there. Will you? #SteveRussellisafuckingasshole,1
1142,8.316251477191311e+17,Tue Feb 14 22:04:20 +0000 2017,no,@NancyPelosi @SenSchumer @RepJudyChu @tedlieu @RepSpeier @SenWarren @alfranken @SenFeinstein @SenWhitehouse… https://t.co/rM33KjyRhP,0
1143,8.257452430981857e+17,Sun Jan 29 16:39:42 +0000 2017,no,"@SpeakerRyan you need to grow a set and #impeachalready, history will not be kind to you if you don't take a stand now",0
1144,8.782791714322268e+17,Fri Jun 23 15:50:46 +0000 2017,no,@repjoecrowley @HouseDemocrats *crowd,0
1145,8.335122226221056e+17,Mon Feb 20 03:02:54 +0000 2017,no,@SenJohnMcCain How dare you call President Trump a dictator. When you do that is is like spiting in the face of every Republican!,0
1146,8.266681705512591e+17,Wed Feb 01 05:47:05 +0000 2017,yes,@NancyPelosi your answer to Trevor sucked.,1
1147,8.374032474973266e+17,Thu Mar 02 20:44:27 +0000 2017,no,@repjoecrowley @washingtonpost LI-AR ( noun ) Hillary Clinton Eric Holder Loretta Lynch Joe Crowley BARACK HUSSEIN OBAMA DEMS LIBS ACA ETC,0
1148,7.954931335050445e+17,Mon Nov 07 05:08:37 +0000 2016,no,"@SpeakerRyan @SenateMajLdr, one day left. Discreetly assist @RussFeingold to the Senate. You need Dems to tame #AltReich's reps in Congress.",0
1149,9.019921938372077e+17,Mon Aug 28 02:17:51 +0000 2017,yes,"@RepPeteKing You mean same bill also stuffed w/funds 4 repairing the Smithsonian, upgrades toNational Oceanic Admin… https://t.co/yG03zX6iSA",1
1150,9.04013842761388e+17,Sat Sep 02 16:11:10 +0000 2017,yes,@SpeakerRyan Can you hear yourself??? You are the leader of the group that wants to exclude pre-existing condition… https://t.co/xMKaSdw6jg,1
1151,8.377828437953372e+17,Fri Mar 03 21:52:49 +0000 2017,no,@NancyPelosi @realDonaldTrump Cute couple. https://t.co/MqA2M0ajE4,0
1152,8.377880697555026e+17,Fri Mar 03 22:13:35 +0000 2017,yes,"@NancyPelosi Hmm, well did you or didn't you? 😂 Oh the #Hypocrisy ! https://t.co/L9lwWztR4b",1
1153,9.085158681702112e+17,Fri Sep 15 02:20:37 +0000 2017,yes,@NancyPelosi Democrats are so concerned about illegals why is that? Hell with the American people? Is this what the… https://t.co/NRN67FxhRy,1
1154,8.323644444621742e+17,Thu Feb 16 23:02:02 +0000 2017,yes,"@SpeakerRyan Republicans better step up to the plate NOW, Because it's going to be up to YOU, to save our Democracy from this lunatic!...",1
1155,8.97593799056216e+17,Tue Aug 15 23:00:12 +0000 2017,no,"@SpeakerRyan Guess what Paul? Not everyone who is white and looks out for their own are ""white supremecists.""Either… https://t.co/NAkC2mLwVO",0
1156,8.410213339579392e+17,Sun Mar 12 20:21:26 +0000 2017,no,@SenJohnMcCain go away already Rino,0
1157,9.153272309930353e+17,Tue Oct 03 21:26:32 +0000 2017,no,"@SpeakerRyan So, why are you allowing Trump to define us? Both situations are negative.",0
1158,8.446030172195062e+17,Wed Mar 22 17:33:45 +0000 2017,no,@SenSchumer do you have a press info from the court if not you lie all the time https://t.co/1sqsXes1Iw,0
1159,8.473179301318492e+17,Thu Mar 30 05:21:51 +0000 2017,no,@SenatorBurr @CNN extremely disappointed to see your name on the list of Congress that sold our ISP privacy. 😡 https://t.co/U31ZdVRS42,0
1160,9.047918424069816e+17,Mon Sep 04 19:42:40 +0000 2017,no,@MarkAmodeiNV2 @RepRyanCostello @RepCharlieDent @MarioDB @repjohnkatko @RepKinzinger Voting for the bridge act is treason,0
1161,9.175760756596696e+17,Tue Oct 10 02:22:38 +0000 2017,no,@RepAdamSchiff @VP @POTUS What about all the wasted $$ on illegals!!!,0
1162,9.019980355086254e+17,Mon Aug 28 02:41:04 +0000 2017,yes,"@SpeakerRyan I and millions of others who voted for Trump are SICK OF YOU/MCCAIN/MCCONNEL/GRAHAM/COLLINS,/Flake/Murkoski/TRAITORS ONE ANDALL",1
1163,8.033936494930248e+17,Tue Nov 29 00:22:27 +0000 2016,no,@SpeakerRyan @RepDavidYoung Too bad that body armor was not provided when our troops first went into Iraq. Fewer would be needing help now.,0
1164,8.671894868111401e+17,Wed May 24 01:24:19 +0000 2017,no,@SpeakerRyan Complicit in letting Ignorance occupy the WH Nothing Accomplished No Wall No actual Tax Cuts Muslim Ban still a Muslim Ban WOW,0
1165,8.667713889624556e+17,Mon May 22 21:42:57 +0000 2017,no,"@MaxineWaters is as ignorant as she looks, if I had one wish it would be to rid the country of the worthless braindead like her",0
1166,8.171536985057567e+17,Thu Jan 05 23:39:58 +0000 2017,yes,@SpeakerRyan @realDonaldTrump DO NOT intertwine controversial defunding of PP on Repeal &amp; Replace! Come on!!! Mor… https://t.co/PkOdeJATSD,1
1167,8.468370594615337e+17,Tue Mar 28 21:31:03 +0000 2017,no,@RepAdamSchiff needs to recuse HIMSELF. I support @DevinNunes https://t.co/HtDXggZsPT,0
1168,9.007293314873426e+17,Thu Aug 24 14:39:42 +0000 2017,no,@RepAdamSchiff @MarkWarner @SenSchumer @RepCummings https://t.co/SZbsv2ENtP,0
1169,9.027372489107621e+17,Wed Aug 30 03:38:26 +0000 2017,no,@jasoninthehouse #whendoesitend,0
1170,7.941189977887826e+17,Thu Nov 03 10:08:17 +0000 2016,no,"@Jim_Jordan This PBGC ""pension protection maximum"" 4 multiemployer pension benefits is something that MUST b fixed https://t.co/x4LUa8eb0X",0
1171,8.712440303356477e+17,Sun Jun 04 05:55:38 +0000 2017,no,@SpeakerRyan А что мешает? Вперёд решение! Покажи ответ.,0
1172,8.447231130948854e+17,Thu Mar 23 01:30:59 +0000 2017,no,"@SenMikeLee The Constitution should reign supreme, not ""precedent."" Forced segregation used to be a ""precedent."" Modern law is claptrap",0
1173,9.113113414152765e+17,Fri Sep 22 19:28:49 +0000 2017,yes,@SenJohnMcCain you are a pathological liar who ran on the repeal platform of Obamacare ... this is your lying legacy,1
1174,8.946297933832765e+17,Mon Aug 07 18:42:18 +0000 2017,yes,@SenBlumenthal For a person with no integrity you sure throw the word around. You are a liar &amp; not an honorable person.,1
1175,9.045634988641976e+17,Mon Sep 04 04:35:18 +0000 2017,no,@SpeakerRyan and @SenateMajLdr must now protect #Dreamers or no Hispanic will vote @GOP ever again.,0
1176,9.157169492748493e+17,Wed Oct 04 23:15:08 +0000 2017,no,@SenatorBurr Why do you spend tax payers money when there is no evidence? How long will you keep kicking the can? T… https://t.co/WyiflNdwlh,0
1177,8.423892024193843e+17,Thu Mar 16 14:56:51 +0000 2017,no,"@DarrellIssa where do you stand on the #trumpbudget which slashes HUD, NASA, WIC, Low Income heating assistance, PBS, the arts, etc?",0
1178,8.523203742261699e+17,Thu Apr 13 00:39:47 +0000 2017,no,"@PattyMurray @UWMedicine Don't shutdown, work bipartisan to accomplish budget",0
1179,9.022721864629413e+17,Mon Aug 28 20:50:27 +0000 2017,no,@SpeakerRyan never happen #Trump2020 @realDonaldTrump https://t.co/I5mCVebBBA,0
1180,8.32360464537514e+17,Thu Feb 16 22:46:13 +0000 2017,no,@RepLanceNJ7 You blew it with H.J. Res 43. WOMEN ARE WATCHING. Pay attention to your constituents. #womensrights #DoYourJob #midterms2018,0
1181,8.167326207762309e+17,Wed Jan 04 19:46:45 +0000 2017,no,"@SenSchumer You're right, but that slogan isn't going to get anyone inspired. Find some way to express what Dems do FOR American healthcare",0
1182,9.154039359004713e+17,Wed Oct 04 02:31:20 +0000 2017,no,@SpeakerRyan #Enough #ItsTime #GunControlNow #ThisIsTerrifying #LasVegasShooting @gop @TheDemocrats #TakeAction… https://t.co/AfeNvK19W8,0
1183,8.301157529089024e+17,Fri Feb 10 18:06:32 +0000 2017,no,"@jasoninthehouse not one of those damn imposters voted for you. It's cool you were nice to him because you had to, but ignore them #maga",0
1184,8.225527167151964e+17,Fri Jan 20 21:13:44 +0000 2017,yes,@jasoninthehouse HYPOCRITICAL FASCIST!,1
1185,8.812612234924155e+17,Sat Jul 01 21:20:23 +0000 2017,yes,"@SpeakerRyan how about all the people killed every day by white folks non immigrant even kids with guns in their homes, tell us that",1
1186,8.898683946395771e+17,Tue Jul 25 15:22:12 +0000 2017,no,"@SpeakerRyan @SenateMajLdr @SenateGOP @HouseGOP U supported Trump in ""let #ACA fail"" then sabotaged it to fail; U hurt millions doing this!",0
1187,8.547738802123858e+17,Wed Apr 19 19:09:08 +0000 2017,no,"@SenSchumer You welcome 45's opposition to Canada's milk. I don't welcome 45's opposition to human rights, world pe… https://t.co/RM6qiLbgIH",0
1188,8.88522326702248e+17,Fri Jul 21 22:13:25 +0000 2017,no,@SenJohnMcCain Love your Faith! Isaiah 54:17 Another battle to become another victory. Thank you for your service. God's got this too!,0
1189,8.52757912376062e+17,Fri Apr 14 05:38:24 +0000 2017,no,@SpeakerRyan You are celebrating the death of American women.,0
1190,8.59981729984938e+17,Thu May 04 04:03:16 +0000 2017,yes,"@jasoninthehouse @USATODAY Dear Jason, frak off you useless, spineless partisan twit. How about doing your damn jo… https://t.co/WKQIp7JP9B",1
1191,8.367888385005486e+17,Wed Mar 01 04:03:00 +0000 2017,yes,@NancyPelosi @realDonaldTrump you should resign President Trump was correct in saying you are incompetent.,1
1192,7.898060325539717e+17,Sat Oct 22 12:30:06 +0000 2016,no,@SenatorLankford why? So businesses can take advantage of workers? This change will have no negative impact on a business if done right.,0
1193,8.994303902676091e+17,Mon Aug 21 00:38:10 +0000 2017,no,@SpeakerRyan More money for millionaires and billionaires.,0
1194,8.516051452385976e+17,Tue Apr 11 01:17:43 +0000 2017,yes,@NancyPelosi You should be in a funny farm. Wth are you talking about?? #crazyoldlady,1
1195,9.157656976864992e+17,Thu Oct 05 02:28:51 +0000 2017,no,@NancyPelosi @CNN I'll be NOT WATCHING ! #ASSCLOWNS #demoratssuck,0
1196,8.262229829472297e+17,Tue Jan 31 00:18:04 +0000 2017,no,@RonWyden https://t.co/2o63MGHOlB,0
1197,9.109331680935854e+17,Thu Sep 21 18:26:06 +0000 2017,no,@ChrisVanHollen His DC office number is: (202) 224-4654,0
1198,9.217534309889189e+17,Sat Oct 21 15:01:57 +0000 2017,no,@RepWilson Here's the phone in its entirety from widow and President Trump.U Freda are a lying piece of crap. https://t.co/kqKq5DwQdd,0
1199,8.376599877825454e+17,Fri Mar 03 13:44:38 +0000 2017,yes,@SpeakerRyan Are you kidding me? Your corrupt admin. is awash w/ Russian spies and all you can think about is the ACA? @GOP #VoteOUTTheGOP,1
1200,8.927380606888264e+17,Wed Aug 02 13:25:14 +0000 2017,yes,"@SenJohnMcCain Sound bites coming from your MOUTH! How many years and you all have NO IDEAS to WHIP OUT, HOW MANY Y… https://t.co/sEb3lqjE8n",1
1201,8.493604720255713e+17,Tue Apr 04 20:38:11 +0000 2017,yes,"@SenRonJohnson Merrick Garland, bitch. That means you can shut up forever about obstruction or the will of the voter.",1
1202,8.717945740664095e+17,Mon Jun 05 18:23:18 +0000 2017,yes,"@SpeakerRyan Liar! You have no intention of doing anything -- any goddamn thing -- about America's infrastructure. Go to hell, punk.",1
1203,9.213560715618181e+17,Fri Oct 20 12:43:00 +0000 2017,no,"@RepAdamSchiff 22 of 25 ACA non-profit co-ops bankrupt, premiums and deductibles up 300% plus, before Trump announc… https://t.co/391z7l2GcF",0
1204,8.943691038334812e+17,Mon Aug 07 01:26:25 +0000 2017,yes,"@SpeakerRyan .. Tell me, how does it feel to sell your soul all for the opportunity to kiss Trumps fat racist ass??? Just wondering❓‼️❓",1
1205,8.667269402957947e+17,Mon May 22 18:46:20 +0000 2017,no,@SpeakerRyan Sure dump the onus of the cost of Medicaid on the states - another of Trumps broken promises!,0
1206,8.402236922904289e+17,Fri Mar 10 15:31:53 +0000 2017,yes,@RepJoeKennedy so drive the mentally ill crazy so you can shoot them. Overdose the addicts and boom clean streets 6 months.,1
1207,8.041450860784026e+17,Thu Dec 01 02:08:23 +0000 2016,no,@SenJohnMcCain please save us from @SarahPalinUSA,0
1208,8.972070841645466e+17,Mon Aug 14 21:23:32 +0000 2017,no,@NancyPelosi What about your hate for our President?,0
1209,8.389195227027497e+17,Tue Mar 07 01:09:35 +0000 2017,no,@SpeakerRyan Then why did you hide it under cloak and dagger and release it before the CBO score?,0
1210,7.923389437988086e+17,Sat Oct 29 12:14:59 +0000 2016,yes,@SpeakerRyan shut the heck up! Do your job!,1
1211,8.214266969224724e+17,Tue Jan 17 18:39:20 +0000 2017,no,@RepRaulGrijalva Thank you Rep. Grijalva for standing w/ the courage of your convictions on behalf of our tenuous Democracy &amp; citizens of US,0
1212,8.581529917650125e+17,Sat Apr 29 02:56:31 +0000 2017,no,@RepTedLieu You rock!! 👍 https://t.co/tbD1FtZCoG,0
1213,8.349481135551529e+17,Fri Feb 24 02:08:37 +0000 2017,no,"@MarshaBlackburn When will you realize there is much more to life than money? Perhaps, self dignity? https://t.co/Yb0nmDNf7j",0
1214,9.174461506507817e+17,Mon Oct 09 17:46:22 +0000 2017,no,@RepAdamSchiff Please so something about this. Adolf Trump is not a dictator. There are 3 branches are government. Let's stop the insanity,0
1215,8.244689002220093e+17,Thu Jan 26 04:07:58 +0000 2017,no,@ChuckGrassley your letter to me last week promised you were prepared to fully vet all nominations. Now she's the future sec of ed?,0
1216,8.268680591598019e+17,Wed Feb 01 19:01:22 +0000 2017,no,@SenJohnMcCain @WSJ #FreedomForIran #IranFreedom,0
1217,8.431468050052055e+17,Sat Mar 18 17:07:17 +0000 2017,no,@SenToomey vote for the LIHEAP to be eliminated and you vi,0
1218,8.644875113804308e+17,Tue May 16 14:27:38 +0000 2017,no,"@RepAdamSchiff @JJohnson2u @realDonaldTrump - please read The Constitution like Kahn told you &amp; learn our laws, the… https://t.co/lAGPZhg5a3",0
1219,8.203269451373281e+17,Sat Jan 14 17:49:19 +0000 2017,no,@NancyPelosi Maybe he'll silence himself (fingers crossed),0
1220,8.59243400591233e+17,Tue May 02 03:09:25 +0000 2017,yes,@RepMoBrooks Now Karma is going to have to show you w/someone you love what it's like trying save a loved one &amp; have greedy dbags stop you,1
