tweet_id,text,case,gt_sentiment
1210217358_2020-07-09T21:28:09.000Z,LMAOO Supreme Court decision just said “we running through your shit mr president.” the NY way.,mazars,Positive
377556370_2020-07-09T15:01:36.000Z,The Supreme Court actually ruled that trumps financial records won’t be released “for now” or whatever the fuck that means.,mazars,Negative
934951051_2018-06-04T14:35:35.000Z,So the Supreme Court just ruled you can refuse to serve anyone based on your religious beliefs.. welcome to the new America!,masterpiece,Negative
980604690_2018-06-04T18:49:48.000Z,"#Breaking :
@realDonaldTrump has a right to pardon everyone, even his penis-pump (his penis-pump is an official executive consultant - no security clearance though).

#TrumpsPenisPump
#MondayMotivation 
#SCOTUS 
#TrumpPardons
#TrumpRussia 
#TrumpCrimeFamily
@Wonkette",masterpiece,Negative
1278734179384152064_2020-07-09T17:59:02.000Z,"The media and the Supreme Court make it very clear that no one is Above The Law including   the President.But Democrats continue to violate the law year after year and it is politically obvious that they are definitely above the law. Break the law and never, ever held accountable",mazars,Negative
910124566231621632_2020-07-10T02:17:05.000Z,Dk why the spin that trump suffered a resounding loss today with scotus. I dont think he is too worried. No info will emerge 2 harm him before the election and he cant be prosecuted if vladdy comes thru again in about 8 states. As he will sit as potus past statute expiration.,mazars,Negative
82266118_2020-07-09T14:17:49.000Z,"#SCOTUS tells @realDonaldTrump to turn his taxes over to @ManhattanDA 

The #PerpWalk is coming.",mazars,Negative
310963993_2020-07-09T15:07:04.000Z,"Jay Sekulow: “We are pleased that in the decisions issued today, the Supreme Court has temporarily blocked both Congress &amp; NY prosecutors from obtaining the President’s tax records. We will now proceed to raise additional Constitutional and legal issues in the lower courts.”",mazars,Positive
2850559886_2020-07-10T00:28:40.000Z,Let’s see employers bind together and change their stance when it comes to birth control. Just to give a big fuck you to The Supreme Court. #birthcontrol #SCOTUS,mazars,Negative
23941831_2018-06-04T16:56:39.000Z,Trump can't pardon himself. in the Nixon case over the tapes Nixon argued for the right to self-pardoning./ SCOTUS said no. Nixon resigned 4 days later. Republicans have selective memory.,masterpiece,Negative
2712015096_2018-06-04T14:37:46.000Z,"I love my family, but being in my hometown is complex.  The Supreme Court decision has guaranteed I’m going to be in at least 3+ arguments today.  #HappyPRIDE #ReligiousFreedomForWho?",masterpiece,Negative
3092209045_2018-06-05T13:18:40.000Z,The Supreme Court has made the assertion of “sincere religious beliefs” a valid excuse for breaking the law. #MasterpieceCakeshop #SupremeCourt #religion,masterpiece,Negative
275378900_2020-07-10T17:05:43.000Z,The 1st amendment prohibits the government from having any authority in matters of religion but that doesn't seem to apply to #SCOTUS who believes peoples religious beliefs justify discrimination &amp; persecution,mazars,Negative
42719022_2018-06-04T16:10:14.000Z,Ouch.  #SCOTUS #LGBTPROUD #resist,masterpiece,Negative
23833641_2018-06-04T15:31:19.000Z,🚨 BREAKING: SCOTUS ruled narrowly for Masterpiece Cakeshop while also reaffirming the core principle that businesses *cannot* turn away people based on who they are. State and local anti-discrimination laws that protect LGBT New Yorkers remain in full effect.,masterpiece,Positive
105588131_2020-07-17T17:42:18.000Z,All this panic about the RBG news is maybe a good reminder that the Supreme Court might be TOO much of a partisan tool and is in desperate need of reform.,mazars,Negative
3156576075_2018-06-04T14:58:48.000Z,FYI: a ruling can be narrow in its scope even though it was a 7-2 opinion #scotus #themoreyouknow #MasterpieceCakeshop,masterpiece,Neutral
134932737_2020-07-09T20:00:47.000Z,Patiently waiting for new episodes of  the podcasts @TrumpConLaw &amp; Can He do that (@AllisonMichs) so that they can explain these new Supreme court decisions....,mazars,Positive
23722195_2020-07-09T14:54:20.000Z,Hey @rebeccanagle - I’m looking so forward to hearing your update on the Sharpe v Murphy Supreme Court ruling on the This Land pod! Hope it’s soon 😊,mazars,Positive
10165452_2020-07-09T15:41:45.000Z,SCOTUS kicked the can down to road!,mazars,Negative
912926138_2020-07-09T00:38:21.000Z,It is utterly unconscionable that the Supreme Court has allowed the Trump administration’s reckless attacks on birth control access to go into effect. @NARALVirginia @PPADMV,mazars,Negative
1236796326853201920_2020-07-10T16:32:01.000Z,"Lou sobs don’t get mad the Supreme Court justices are doing everybody don’t lick Donald trump ass like you,and wyproof do you have?",mazars,Negative
170735298_2018-06-04T14:26:11.000Z,Discrimination may win at SCOTUS today but love will ultimately win!,masterpiece,Positive
21922309_2020-07-15T00:32:52.000Z,"Anyone who says it's freedom of speech for keep their business open or defy governor shutdown orders needs to read Jacobson v Massachusetts 

You will not win. SCOTUS ruled on mandatory Public health orders 120 years ago. 

Grow up",mazars,Negative
89583894_2018-06-04T14:47:47.000Z,"Supreme Court is unaware its Pride week. Don’t let them fool you bigotry is unacceptable,  and I know plenty of Bakers that would be honored to bake cakes for such an amazing event as a same sex marriage.",masterpiece,Negative
762923744_2018-06-08T03:10:43.000Z,"In DC, but not for the Washington Capitols Stanley Cup win. A little appointment at the Supreme Court. All Good! @ffmikea",masterpiece,Positive
52470900_2020-07-09T16:00:16.000Z,But where were you @Scotus on Kansas v Glover 🤔,mazars,Negative
869589094048776192_2018-06-04T16:54:39.000Z,"Wow. The Supreme Court just ruled FOR the discrimination of a business against a same-sex couple who wanted a cake made for their wedding. Maybe we are screwed. Only 2 dissenting. Can you guess which two ? #wtf #discriminationIsAGAINlegalintheUSofA Also, it’s #Pride month. 🌈💔",masterpiece,Negative
73513195_2020-07-09T16:15:48.000Z,"The Supreme Court has been a wild roller coaster lately. You can’t discriminate against sexuality in the work place? Great! But they still can deny birth control? Uh what? But now you can take a look at trump’s tax returns! Uh.. cool, thanks?",mazars,Negative
18030304_2020-07-09T06:28:51.000Z,This is a first for me. I can’t sleep because I’m worked up about today’s upcoming #SCOTUS rulings in Mazars and Vance. The fact that they even heard these cases is a bad sign.,mazars,Negative
3974389338_2018-06-05T01:10:17.000Z,"Reminder that the Masterpiece Cake Shop V. Colorado SCOTUS decision does not take the cake shop’s side for first amendment rights, it just found that the Colorado Civil Rights Commission messed up and let the cake shop go because of it. Discrimination is still fucked",masterpiece,Negative
2777092093_2020-07-17T13:10:31.000Z,"Woke up to the Supreme Court upholding voter suppression law in Florida, secret police snatching protesters in Portland, and the CDC not making public data available...I am genuinely very nervous about November",mazars,Negative
4471843394_2020-07-15T20:49:49.000Z,"The reason why it’s completely legal to mandate masks and vaccines is because of Jacobson vs Massachusetts, it’s a Supreme Court ruling. You and the president do not know the history of this country and it shows.",mazars,Negative
4739677485_2020-07-10T00:18:04.000Z,I haven’t heard this much discussion of the Burr case since my dissertation defense. #SCOTUS,mazars,Neutral
249051050_2018-06-04T14:43:36.000Z,"I’m sure the news media will provide sober, nuanced analysis of Masterpiece Cake Shop. #SCOTUS",masterpiece,Negative
16188864_2020-07-09T14:01:47.000Z,"Waiting for this #SCOTUS decision is just not the kind of suspense we need right now, especially since the Court is not legitimately constituted.",mazars,Negative
18781212_2020-07-17T16:23:39.000Z,"BREAKING: Justice Ruth Bader Ginsburg says she is receiving chemotherapy for a recurrence of cancer, but has no plans to retire from the Supreme Court. @wcbs880 #RBG #SCOTUS",mazars,Neutral
432087739_2020-07-15T20:29:58.000Z,"Every time get a news alert that starts with “Supreme Court Justice Ruth Bader Ginsburg,” my heart sinks to the bottom of my stomach...",mazars,Negative
132029493_2018-06-04T16:49:12.000Z,"Funniest part about tweeting re SCOTUS cases is people unfollowing me in droves 😂 Like, what were they following me for in the first place??",masterpiece,Neutral
910124566231621632_2020-07-09T23:59:46.000Z,"Mary Trump is supposedly in possession of some proof that donald along with his siblings has committed tax fraud. Poetic justice if she can bring him down,  when scotus wouldnt",mazars,Positive
1265527658_2018-06-04T17:00:33.000Z,#SCOTUS And the civilized world laughs at the backward mentality of the US.,masterpiece,Negative
21146102_2018-06-04T14:54:28.000Z,Someone please tweet me if you have the actual #SCOTUS opinion.,masterpiece,Neutral
301205128_2020-07-09T22:01:55.000Z,"hey remember when the president* promised to release his tax returns four years ago and now he’s crying like a little bitch about “presidential harassment” because the supreme court said he doesn’t have any legal immunity? 

pepperidge farms remembers.",mazars,Negative
321740906_2020-07-09T02:04:22.000Z,"This is a terrible day for women in America.
The #SCOTUS ruling is IMO, the systemic oppression of women.
 Why should an employer have any say on something so emotionally private and personal? With this ruling, an employer may claim that it goes against their religious beliefs.-",mazars,Negative
788358762167926784_2018-06-04T23:31:45.000Z,“Our message is clear: in NY you are still protected and NY’s orgs will resist any attempts to change that.” Our chair @gabrielblau will be on @fox5ny tonight at 10pm talking about today’s #SCOTUS #MasterpieceCakeshop decision along w/ @HetrickMartin CEO Thomas Krever. #LGBTPROUD,masterpiece,Positive
34020952_2020-07-15T14:51:21.000Z,"I used to really enjoy Joe Biden. Maybe I was just young and naive, but if he could just go back to the memes as Barry’s bestie, that would be great. 

I’ll vote for him, because our next president will hold the next SCOTUS appointment, but I’m not happy about it.",mazars,Negative
127781541_2020-07-09T17:58:45.000Z,"These slow court cases like Trump v. Mazars remind me of another thing that should go in @patrickc’s “Fast” compendium:

US v. Nixon reached SCOTUS less than 3 months after the contested subpoena was issued and was decided in 16 days.",mazars,Neutral
17088715_2018-06-04T16:29:33.000Z,"The Supreme Court decided to condemn for “disrespecting religion.” In honor of Pride Month, we need to disrespect religion every single day. #religionispoison",masterpiece,Negative
378289965_2018-06-04T21:49:02.000Z,"Also, the Supreme Court likes to punt in crucial situations more than an LSU offense does.",masterpiece,Negative
32117789_2018-06-05T02:29:09.000Z,"Take note, these small cracks in the Civil Rights Movement's legacy are part of a larger agenda to restore #JimCrow segregation (at least on an individualized basis, now recognized on ""moral"" grounds) as the law of the land. Stay woke peeps. 🌈✊🏾⚖️#SCOTUS #CakeshopVColorado",masterpiece,Negative
4865895736_2018-06-04T19:01:50.000Z,"In the United States of America, in the year 2018, we *still* to need to clarify that a decision by the Supreme Court did not, in fact, reinstate open-season on legal discrimination. 

#MasterpieceCakeshop",masterpiece,Negative
1354274557_2018-06-04T19:27:18.000Z,Just remembering bible thumping hypocrites called Christians... what comes around goes around.. you might of won this battle.. but not the war... #SCOTUS,masterpiece,Negative
