source_id,source_row,source_dataset,premise,hypothesis,source_entailment,gt_entails
event_test_684,684,mlburnham/acled_event_entailment,The deputy district commissioner of Afgoi and two civilians were killed after unknown gunmen hurled a grenade at them. Four people have also been wounded in the incident.,This text is about grenade use.,0,1
event_test_685,685,mlburnham/acled_event_entailment,Tihama resistance attacked a pro-Houthi military vehicle with a hand grenade on Jaizan road in Ad Dahi area of Al Hudayda. No casualties were reported; June 29.,This text is about grenade use.,0,1
event_test_686,686,mlburnham/acled_event_entailment,"HBDH militants attacked the civilian house belonging to a Muslim religious sect via hand grenades and stun grenades in Haciahmet neighborhood of Beyoglu town, Istanbul, after its members participated in a street celebration for the victory of the political party they supported on 14 May elections. Casualties unknown.",This text is about grenade use.,0,1
event_test_687,687,mlburnham/acled_event_entailment,Unidentified persons attacked the house of district councillor Haji Gul Badshah in Naurang with a hand grenade.,This text is about grenade use.,0,1
event_test_688,688,mlburnham/acled_event_entailment,suspected Al Islah Party gunmen threw a grenade targeting the house of an official in Tariq Saleh's National Resistance Office in Taizz - Al Mujliyah (Al Qahirah). There were no fatalities or injuries.,This text is about grenade use.,0,1
event_test_689,689,mlburnham/acled_event_entailment,"in Demoso township (Loikaw district, Kayah state), an 11-year-old child was killed by an explosion of a grenade at around 4 pm after he played the grenade belonging to his elder brother who is a member of a local defense force.",This text is about grenade use.,0,1
event_test_690,690,mlburnham/acled_event_entailment,A grenade was thrown at a group of shoe sellers and buyers. No one was killed but 50 people were injured. (one source claimed 3 were killed).,This text is about grenade use.,0,1
event_test_691,691,mlburnham/acled_event_entailment,unknown militants threw sound grenades at the British Cambridge Institute in Palestine Street in Baghdad - 9 Nissan and the Caterpillar company office in Jadriya neighborhood of Baghdad - Karadah. Coded as 2 events. There were no casualties.,This text is about grenade use.,0,1
event_test_692,692,mlburnham/acled_event_entailment,Two police officers were killed when suspected insurgents threw hand grenades along a road leading to Mogadishus Bakara market. Two civilians were killed in that attack and a number of others wounded.,This text is about grenade use.,0,1
event_test_693,693,mlburnham/acled_event_entailment,"a civilian was wounded when Jaish-e-Mohammad (JeM) militants hurled a hand grenade towards Central Reserve Police Forces (CRPF) at K P Road, Anantnag.",This text is about grenade use.,0,1
event_test_694,694,mlburnham/acled_event_entailment,"in Mahaaungmyay township (Mandalay district, Mandalay region), an improvised grenade was exploded in the compound of gemstone market. There were no casualties. The Black Image claimed responsibility. The group said it was a warning to gemstone dealers for operating in military-controlled gemstone marketplace.",This text is about grenade use.,0,1
event_test_695,695,mlburnham/acled_event_entailment,Unknown men hurled a hand grenade at the house of Khyber Pakhtunkhwa provincial minister Ali Amin in Dera Ismail Khan. No one was hurt.,This text is about grenade use.,0,1
event_test_696,696,mlburnham/acled_event_entailment,"An unidentified attacker threw a hand grenade at an military house located in Arafat area in Yaaqshiid District. The grenade reportedly missed the intended target and hit the perimeter wall of the building, causing no casualties. The attacker managed to escape unidentified.",This text is about grenade use.,0,1
event_test_697,697,mlburnham/acled_event_entailment,"On Nov 09, the house of a judge with counter-terrorism unit was attacked by IS militants using a hand grenade. Material damages reported.",This text is about grenade use.,0,1
event_test_698,698,mlburnham/acled_event_entailment,"unidentified people have thrown an improvised explosive in a residential street in Daglioglu neighborhood of Seyhan, Adana. No casualties occurred, but the explosion caused panic among residents and shattered windows of some houses, causing material damage.",This text is about grenade use.,0,1
event_test_699,699,mlburnham/acled_event_entailment,"Al Shabaab hurled a hand grenade at the Hirshabele Police checkpoint in Belet Weyne town (Belet Weyne, Hiraan). Four policemen were injured. Al Shabaab claimed responsibility.",This text is about grenade use.,0,1
event_test_700,700,mlburnham/acled_event_entailment,"DETONATION: 4 people were seriously injured following the explosion of a grenade in the Fatima district in the 3rd arrondissement. As a result, some households in nearby neighborhoods have left their homes to find shelter, elsewhere until Sunday, October 29",This text is about grenade use.,0,1
event_test_701,701,mlburnham/acled_event_entailment,"an unidentified armed group threw a hand grenade at a restaurant in Bahir Dar, Bahir Dar town (Wes Gojam, Amhara), resulting in 3 civilians killed and 10 more people injured.",This text is about grenade use.,0,1
event_test_702,702,mlburnham/acled_event_entailment,"an unidentified armed group threw 2 grenades at a bus station parking lot in downtown Bujumbura (Mukaza, Bujumbura Mairie). Between 0 and 2 reported fatalities. One of the attackers who threw the grenade was injured by his grenade. This was one of at least 5 grenade attacks in Bujumbura on this evening. Total injuries between all attacks are around 80. There have been several subsequent arrests.",This text is about grenade use.,0,1
event_test_703,703,mlburnham/acled_event_entailment,"An AQAP militant threw a grenade into an al Houthi-Saleh security headquarters, killing three troops and injuring five others, in Ibb city on April 26.",This text is about grenade use.,0,1
event_test_704,704,mlburnham/acled_event_entailment,"overnight, Al Shabaab threw two hand grenades against government security forces (SNA) on foot patrol in Afgooye town (Afgooye, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",This text is about grenade use.,0,1
event_test_705,705,mlburnham/acled_event_entailment,"at least 5 civilians were wounded in a hand grenade explosion thrown by unknown armed men from an apartment building in the Sayed Abad (PD7) area of Mazar-e-Sharif, Balkh. No group has claimed responsibility for the attack, and no arrest was made in connection to the incident.",This text is about grenade use.,0,1
event_test_706,706,mlburnham/acled_event_entailment,"4 Taliban members were wounded when IS militants fired a grenade at them in Shinwar (Ghani Khel) district, Nangarhar. Other reports said 2 Taliban members were injured when a grenade fell down from the pocket of a Taliban member during pray in a mosque.",This text is about grenade use.,0,1
event_test_707,707,mlburnham/acled_event_entailment,"unidentified Palestinian militants threw explosive devices toward Israeli military forces positioned at the entrance of Bayt Ummar village (Hebron, West Bank). Also, rioters clashed with soldiers who fired rubber bullets, stun grenades, and tear gas. There were no casualties.",This text is about grenade use.,0,1
event_test_708,708,mlburnham/acled_event_entailment,Four died and 27 were injured in a grenade explosion in a bar in the Ngozi area.,This text is about grenade use.,0,1
event_test_709,709,mlburnham/acled_event_entailment,unknown armed men threw an IED at an Israeli military patrol near the Ibrahimi mosque in Hebron city. There were no casualties as a result.,This text is about grenade use.,0,1
