source_id,source_split,source_row_in_split,source_policy_area_num,source_policy_area_raw,source_ntoken,text,gt_policy_area
train_1072,train,1072,7,"Health, Labour, and Welfare",20,医療分野の研究開発の司令塔機関(独立行政法人日本医療研究開発機構)を設置,"Health, Labour, and Welfare"
train_1074,train,1074,10,No policy area,13,＃2014-46-鹿児島県-第1区-ﾔｽｵｶｵｷﾊﾙ-保岡興治,No Policy Area
train_1075,train,1075,10,No policy area,11,人を幸せにする仕事、それが政治だ,No Policy Area
train_1076,train,1076,10,No policy area,8,元気な経済を取り戻します,No Policy Area
train_1077,train,1077,7,"Health, Labour, and Welfare",8,人材こそが日本の将来の鍵,"Health, Labour, and Welfare"
train_1078,train,1078,10,No policy area,12,実現不可能な言葉にだまされないでください,No Policy Area
train_1079,train,1079,5,Financial Affairs,13,まず歳出を見直し、消費税増税の決定はそれからです,Financial Affairs
train_1080,train,1080,11,Security,7,安全保障体制を築きます,Security
train_1081,train,1081,10,No policy area,5,若き自民党のホープ,No Policy Area
train_1082,train,1082,0,"Agriculture, Forestry, and Fisheries",10,福井と日本の農林水産業を守ります,"Agriculture, Forestry, and Fisheries"
train_1083,train,1083,2,"Economy, Trade and Industry",20,工業･窯業各技術センターの協働による先端型技術･高付加価値産業の育成,"Economy, Trade and Industry"
train_1084,train,1084,10,No policy area,9,公助で社会全体が相互に助け合う,No Policy Area
train_1085,train,1085,0,"Agriculture, Forestry, and Fisheries",25,農林水産業の果たす多面的機能と担い手に着目した2本の法律を国会に提出いたしました,"Agriculture, Forestry, and Fisheries"
train_1086,train,1086,10,No policy area,22,混乱した政治に終止符をうち、日本の行く末を糾（ただ）すときがきました,No Policy Area
train_1087,train,1087,10,No policy area,14,自由民主党は、進歩する保守政党に生まれ変りました,No Policy Area
train_1088,train,1088,10,No policy area,9,θ義家(よしいえ)ひろゆき,No Policy Area
train_1089,train,1089,2,"Economy, Trade and Industry",4,再生エネルギーの開発,"Economy, Trade and Industry"
train_1090,train,1090,1,Committees on Cabinet,20,復興大臣として、陣頭指揮を執り、被災者に寄り添い、ふるさとの復興,Committees on Cabinet
train_1091,train,1091,10,No policy area,4,ふるさとを、取り戻す,No Policy Area
train_1092,train,1092,10,No policy area,9,地域を守る 子供を守る 新生ニッポン構築,No Policy Area
train_1093,train,1093,10,No policy area,6,%早稲田大学教育学部卒,No Policy Area
train_1094,train,1094,10,No policy area,3,暮らしを守る,No Policy Area
train_1095,train,1095,8,Internal Affairs and Communications,31,28万人もの郵政職員を公務員のままに温存しては、官が民間の邪魔をし、「小さな政府」はできません,Internal Affairs and Communications
train_1096,train,1096,0,"Agriculture, Forestry, and Fisheries",26,農産物の地産地消を進めて、農業の振興を図り、林業も水産も匠業も「ブランド,"Agriculture, Forestry, and Fisheries"
train_1097,train,1097,1,Committees on Cabinet,6,地域の活性化、環境,Committees on Cabinet
train_1098,train,1098,5,Financial Affairs,4,アベノミクス第2幕,Financial Affairs
train_1099,train,1099,10,No policy area,17,お忙しい年末をお騒がせすることをまずもってお詫び申し上げます,No Policy Area
train_1100,train,1100,10,No policy area,4,家族構成:妻,No Policy Area
train_1101,train,1101,10,No policy area,8,葉梨康弘には策があります,No Policy Area
train_1102,train,1102,1,Committees on Cabinet,25,民間で出来る部分は民間に委託し、システムの見直しと併せ、大幅な人員削減を行ないます,Committees on Cabinet
train_1103,train,1103,6,Foreign Affairs,16,外交と安全保障‡外交とは国を守り、発展させる力です,Foreign Affairs
train_1104,train,1104,6,Foreign Affairs,5,アジア外交の立て直しを,Foreign Affairs
train_1105,train,1105,6,Foreign Affairs,5,凛とした外交と防衛,Foreign Affairs
train_1106,train,1106,10,No policy area,9,子供達に輝ける未来を築くために,No Policy Area
train_1107,train,1107,10,No policy area,8,制度存続の問題がありません‡,No Policy Area
train_1108,train,1108,10,No policy area,24,未来は不変ではなく、私たちの英知と努力の結集によって創りだされていくものです,No Policy Area
train_1109,train,1109,10,No policy area,17,％平成22年7月第22回参院選(全国比例区)出馬,No Policy Area
train_1110,train,1110,10,No policy area,7,人が集まる街、福山へ,No Policy Area
train_1111,train,1111,2,"Economy, Trade and Industry",24,日本の国益に資する自由貿易を推進しつつ、「聖域なき関税撤廃」には反対します,"Economy, Trade and Industry"
train_1112,train,1112,10,No policy area,4,実績、あります,No Policy Area
train_1113,train,1113,7,"Health, Labour, and Welfare",3,さらに、医療,"Health, Labour, and Welfare"
train_1114,train,1114,2,"Economy, Trade and Industry",17,日本の国益が最大限に図られるような通商政策の立て直しが必要です,"Economy, Trade and Industry"
train_1115,train,1115,1,Committees on Cabinet,15,子供達に借金を残すな」この決意で政治に取り組みます,Committees on Cabinet
train_1116,train,1116,10,No policy area,16,この経済再生への挑戦を続けなければなりません,No Policy Area
train_1117,train,1117,4,Environment,4,環境･エネルギー対策,Environment
train_1118,train,1118,10,No policy area,11,早稲田実業高等学校卒業(硬式野球部在籍),No Policy Area
train_1119,train,1119,10,No policy area,3,京都の発展,No Policy Area
train_1120,train,1120,10,No policy area,4,皆様のご支持,No Policy Area
train_1121,train,1121,1,Committees on Cabinet,14,はたして高齢化社会は、危惧すべきことなのでしょうか？,Committees on Cabinet
train_1122,train,1122,1,Committees on Cabinet,33,小泉改革をさらに推進し、経済が活性化され、税収が増え、財政が立ち直れば、社会保障制度の安心につながります,Committees on Cabinet
train_1123,train,1123,6,Foreign Affairs,13,ASEAN諸国を中心に10ヶ国でビザ発給要件を緩和,Foreign Affairs
train_1124,train,1124,10,No policy area,8,担い手の明確化と支援の集中,No Policy Area
train_1125,train,1125,3,"Education, Culture, Sports, Science, and Technology",16,⇒子どもの健やかな成長と、世界に通用する人材育成を実現,"Education, Culture, Sports, Science, and Technology"
train_1126,train,1126,3,"Education, Culture, Sports, Science, and Technology",9,「豊かな心」を育みます,"Education, Culture, Sports, Science, and Technology"
train_1127,train,1127,9,"Land, Infrastructure, Transport, and Tourism",7,日本海東北自動車道の早期全線開通へ,"Land, Infrastructure, Transport, and Tourism"
train_1128,train,1128,11,Security,5,日本の領土、領海,Security
train_1129,train,1129,10,No policy area,9,＜共生＞の創造による潤いの確立,No Policy Area
train_1130,train,1130,1,Committees on Cabinet,3,【治安】,Committees on Cabinet
train_1131,train,1131,10,No policy area,35,小泉政権の一貫した構造改革と、それを受け止める国民、企業の血のにじむ努力によって、景気はいま、ついに確たる回復軌道に入っています,No Policy Area
train_1132,train,1132,10,No policy area,8,θたけだ良太(りょうた),No Policy Area
train_1133,train,1133,1,Committees on Cabinet,12,子育て経験を活かせる女性の雇用を創出します,Committees on Cabinet
train_1134,train,1134,10,No policy area,4,θ広島7区,No Policy Area
train_1135,train,1135,10,No policy area,9,次の日本へ The next step in Japan,No Policy Area
train_1136,train,1136,1,Committees on Cabinet,14,（４）安心、安全に暮らせる街づくりを推進します,Committees on Cabinet
train_1137,train,1137,5,Financial Affairs,10,アベノミクスのさらなる前進、地方に活力を取り戻す,Financial Affairs
train_1138,train,1138,10,No policy area,13,主権者としての賢明なご判断をお願い致します,No Policy Area
train_1139,train,1139,2,"Economy, Trade and Industry",10,◎空港周辺への航空機産業等の誘致,"Economy, Trade and Industry"
train_1140,train,1140,4,Environment,15,かけがえのない地球環境を守るため資源の有効活用をすすめます,Environment
train_1141,train,1141,7,"Health, Labour, and Welfare",4,雇用に進む力,"Health, Labour, and Welfare"
train_1142,train,1142,6,Foreign Affairs,4,発言する外交へ,Foreign Affairs
train_1143,train,1143,7,"Health, Labour, and Welfare",7,集落存続の鍵になります,"Health, Labour, and Welfare"
train_1144,train,1144,10,No policy area,4,まっすぐ、景気回復,No Policy Area
train_1145,train,1145,2,"Economy, Trade and Industry",23,融資制度の充実や研究開発支援、中心市街地の活性化などにより中小商工業をサポートします,"Economy, Trade and Industry"
train_1146,train,1146,10,No policy area,9,生活安心‡安心、描ける未来の夢,No Policy Area
train_1147,train,1147,10,No policy area,3,安全な日本,No Policy Area
train_1148,train,1148,7,"Health, Labour, and Welfare",4,障害者福祉）,"Health, Labour, and Welfare"
train_1149,train,1149,8,Internal Affairs and Communications,8,郵政民営化に再挑戦します,Internal Affairs and Communications
train_1150,train,1150,7,"Health, Labour, and Welfare",23,定年退職者や高齢者であっても働く意欲のある方には機会をどんどん提供します,"Health, Labour, and Welfare"
train_1151,train,1151,1,Committees on Cabinet,9,富士山噴火に対応した防災対策推進),Committees on Cabinet
train_1152,train,1152,9,"Land, Infrastructure, Transport, and Tourism",28,地震、津波、台風への災害対策による安全安心と地域振興のために必要な社会資本の整備を進めます,"Land, Infrastructure, Transport, and Tourism"
