source_id,source_split,source_index,text,gt_causal_relation
politicause_train_12838,train,12838,"In that context, Algeria expresses its deep concern at the obstruction of the prospects for a just and lasting solution to the Palestinian question, as well as at the Israeli occupation’s continued repressive practices against our brethren, the Palestinian people, and its total denial of the peace process and United Nations resolutions.",0
politicause_train_12455,train,12455,"Vaccine hoarding has reduced access to vaccines for developing countries, undermining COVAX and leading to deep and threatening inequalities, with 80 per cent of vaccines administered worldwide in high- and upper- middle-income countries and only 0.4 per cent in low- income countries.",1
politicause_train_2855,train,2855,"Changing the lives of people lacking wealth, dignity and human rights has been our commitment.",0
politicause_train_8432,train,8432,"Case rates continued to be highest in those aged 10 to 19, with a 7-day rate of 657.6 per 100,000 population.",0
politicause_train_4330,train,4330,"The latest data from Public Health England shows that the vaccine roll-out has saved more than 123,000 lives and stopped nearly a quarter of a million hospital admissions.",1
politicause_train_14778,train,14778,"In my part of the world, we do not argue over what constitutes poverty.",0
politicause_train_7908,train,7908,"The 2 new antivirals are expected to be given to those most at risk from the virus, helping reduce the severity of symptoms and ease pressure on the NHS over winter.",1
politicause_train_9333,train,9333,"The Get Boosted Now appeal was launched, bringing the date for all adults to be offered a booster to the New Year.",0
politicause_train_3910,train,3910,"Case rates per 100,000 have fallen across all regions and remain highest in Yorkshire and the Humber, at 66.9.",0
politicause_train_6009,train,6009,"International cooperation is therefore, in my view, essential to support local action, both as a means to enhance international security and to achieve the Sustainable Development Goals.",1
politicause_train_13612,train,13612,"We must create an environment in which young people, all of our people, are seen as citizens with equal rights and as members of our societies with full rights of participation.",0
politicause_train_10868,train,10868,It is possible to promote a spirit of good neighbourliness and to open a new chapter in our relationship in which mutually acceptable and lasting solutions can be forged.,0
politicause_train_14753,train,14753,Collaboration is certainly needed among the nations of the world to stop that rape of Africa.,0
politicause_train_13866,train,13866,"In line with our modernization and industrialization agenda, we are enhancing the quality of our education to make it more relevant with regard to modern technology and innovation.",1
politicause_train_11208,train,11208,"Our actions today will determine whether that future is bleak and depleted of resources, with higher poverty levels and fragmented warring nations, or whether we bequeath to our children better living standards and prosperous, vibrant and cohesive societies that are endowed with sustainably managed resources.",0
politicause_train_17323,train,17323,"When tackling complex and interdependent problems in this new era, we will need stronger and deeper partnership and solidarity, not only so that we can cope better with their consequences, restructure economies and secure further development, but also so that we can change mindsets that hold us back and hinder progress.",1
politicause_train_16575,train,16575,We have an opportunity to achieve sustainable solutions that serve the interests of the region through a political initiative supported by the international community that focuses on the following four areas.,0
politicause_train_1237,train,1237,"An individual with Omicron is estimated to be between 31 and 45% less likely to attend A&E compared to Delta, and 50 to 70% less likely to be admitted to hospital.",0
politicause_train_13472,train,13472,"I have therefore instructed the Government to take a series of political, security, regulatory and judicial measures to restore order and security in the affected areas.",1
politicause_train_9055,train,9055,The UK has surpassed 2 million SARS-CoV-2 genome sequences uploaded to the international Global Initiative on Sharing Avian Influenza Data (GISAID) database.,0
politicause_train_1258,train,1258,Friday 17 December The UK Health Security Agency (UKHSA) has published the latest Variant Technical Briefing.,0
politicause_train_12476,train,12476,"Another danger awaiting our world is that forests, being among the most important carbon sinks, are now facing extinction due to land use, on the one hand, and fires on the other.",1
